序号	记录类型	分类目	分类科	分类亚科	昆虫名称	共生体分类门	共生体分类目	共生体分类属	共生体分类级别	共生体分类阶元	共生体名称	种类	寄生位置	传播模式	功能	功能标签	共生体序列数据	基因组序号	参考文献	doi号	期刊	出版年份	备注
RISB0061	Symbiont	Coleoptera	Melyridae	Dasytinae	Danacea nigritarsis ITA	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri DngrITA	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941755.1	GISB0466	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0062	Symbiont	Coleoptera	Melyridae	Dasytinae	Psilothrix viridicoerulea	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Pvir	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941765.1	GISB0467	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0063	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp09	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941775.1	GISB0468	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0064	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp06	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941785.1	GISB0469	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0065	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp02	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941795.1	GISB0470	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0066	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp01	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041941865.1	GISB0471	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0067	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes virens	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dvir	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041942055.1	GISB0472	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0068	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes seminudus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dsem	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041942865.1	GISB0473	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0069	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes plumbeus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dplu	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041943675.1	GISB0474	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0070	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes lineellus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dlin	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041944325.1	GISB0475	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0071	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes alpigradus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dalp	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041944835.1	GISB0476	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0072	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes aeratus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Daer	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	GCA_041945105.1	GISB0477	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0073	Symbiont	None	None	None	soft-winged flower beetles	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri	Bacteria	None	None	contribution to their hosts is the provisioning of tyrosine for cuticle sclerotization and melanization.	Nutrient provision	PRJNA1068458	None	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None
RISB0074	Symbiont	Coleoptera	Chrysomelidae	Cassidinae	Chelymorpha alternans	Pseudomonadota	Enterobacterales	Candidatus Stammera	Genus	Candidatus Stammera	Stammera	Bacteria	None	Vertical	decoupled in adult beetles to match the nutritional and reproductive requirements of its host.	Fertility,Nutrient provision	https://figshare.com/s/ae23eaac5c6703c75912.	None	Extracellular symbiont colonizes insect during embryo development	10.1093/ismeco/ycae005	ISME COMMUNICATIONS	2024	None
RISB0075	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Bacillota	Bacillales	Mammaliicoccus	Genus	Mammaliicoccus	Mammaliicoccus sciuri	Bacteria	None	None	could produce a secreted chitinolytic lysozyme (termed Msp1) to damage fungal cell walls，completely inhibit the spore germination of fungal entomopathogens Metarhizium robertsii and Beauveria bassiana	Antimicrobials,Fungal farming	SRR22731736-SRR22731691	None	From phyllosphere to insect cuticles: silkworms gather antifungal bacteria from mulberry leaves to battle fungal parasite attacks	10.1186/s40168-024-01764-6	MICROBIOME	2024	PRJNA911351 （silkworm larvae cuticular microbiomes）
RISB0076	Amplicon	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	None	None	None	None	None	silkworm metagenome	Bacteria	None	None	could produce a secreted chitinolytic lysozyme (termed Msp1) to damage fungal cell walls，completely inhibit the spore germination of fungal entomopathogens Metarhizium robertsii and Beauveria bassiana	Antimicrobials,Fungal farming	SRR22731736-SRR22731691	None	From phyllosphere to insect cuticles: silkworms gather antifungal bacteria from mulberry leaves to battle fungal parasite attacks	10.1186/s40168-024-01764-6	MICROBIOME	2024	PRJNA911351 （silkworm larvae cuticular microbiomes）
RISB0077	Amplicon	Hymenoptera	Siricidae	None	Sirex noctilio	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRR26989677-SRR26989687	None	Functional and Compositional Changes in Sirex noctilio Gut Microbiome in Different Habitats: Unraveling the Complexity of Invasive Adaptation	10.3390/ijms25052526	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	2024	None
RISB0078	Amplicon	Spirobolida	Pachybolidae	None	Epibolus pulchripes	None	None	None	None	None	gut bacteria	Bacteria	None	None	gut symbiont	None	SRR26093232-SRR26093263,SRR26091609-SRR26091624	None	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy	10.1186/s40168-023-01731-7	MICROBIOME	2024	None
RISB0079	Amplicon	Glomerida	Glomeridae	None	Glomeris connexa	None	None	None	None	None	gut bacteria	Bacteria	None	None	gut symbiont	None	SRR26093232-SRR26093263,SRR26091609-SRR26091624	None	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy	10.1186/s40168-023-01731-7	MICROBIOME	2024	None
RISB0080	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Sirex juvencus	Basidiomycota	Russulales	Amylostereum	Genus	Amylostereum	Amylostereum chailletii	Fungi	Extracellular	None	None	None	OR982194-OR982320	None	Fungal Communities Associated with Siricid Wood Wasps: Focus on Sirex juvencus, Urocerus gigas, and Tremex fuscicornis	10.3390/insects15010049	Insects	2024	None
RISB0081	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Urocerus gigas	Basidiomycota	Russulales	Amylostereum	Genus	Amylostereum	Amylostereum chailletii	Fungi	Extracellular	None	None	None	OR982194-OR982320	None	Fungal Communities Associated with Siricid Wood Wasps: Focus on Sirex juvencus, Urocerus gigas, and Tremex fuscicornis	10.3390/insects15010049	Insects	2024	None
RISB0082	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Tremex fuscicornis	Basidiomycota	Russulales	Amylostereum	Genus	Amylostereum	Amylostereum chailletii	Fungi	Extracellular	None	None	None	OR982194-OR982320	None	Fungal Communities Associated with Siricid Wood Wasps: Focus on Sirex juvencus, Urocerus gigas, and Tremex fuscicornis	10.3390/insects15010049	Insects	2024	None
RISB0083	Symbiont	Hymenoptera	Megachilidae	Megachilinae	Osmia cornifrons	Pseudomonadota	Burkholderiales	Delftia	Genus	Delftia	Delftia	Bacteria	Extracellular	Horizontal	be known to exhibit antibiotic activity, suggesting their potential protective role against pathogens	Immune priming	None	None	Fungicide ingestion reduces net energy gain and microbiome diversity of the solitary mason bee	10.1038/s41598-024-53935-y	SCIENTIFIC REPORTS	2024	None
RISB0084	Symbiont	Hymenoptera	Megachilidae	Megachilinae	Osmia cornifrons	Actinomycetota	Micrococcales	Microbacterium	Genus	Microbacterium	Microbacterium	Bacteria	Extracellular	Horizontal	In O. cornifrons larvae, Microbacterium could contribute to the balance and resiliency of the gut microbiome under stress conditions. In addition, Rhodococcus was found in O. cornifrons larvae and is known for its detoxification capabilities	Pesticide metabolization,Probiotic,Nutrient provision	None	None	Fungicide ingestion reduces net energy gain and microbiome diversity of the solitary mason bee	10.1038/s41598-024-53935-y	SCIENTIFIC REPORTS	2024	None
RISB0085	Symbiont	Hymenoptera	Megachilidae	Megachilinae	Osmia cornifrons	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Extracellular	Horizontal	this bacterium has been shown to contribute to the synthesis of a defensive toxin in the beetle, Paederus fuscipes, and promotes arginine metabolism under in vitro conditions	Growth and Development,Immune priming	None	None	Fungicide ingestion reduces net energy gain and microbiome diversity of the solitary mason bee	10.1038/s41598-024-53935-y	SCIENTIFIC REPORTS	2024	None
RISB0086	Symbiont	Diptera	Nycteribiidae	Nycteribiinae	Penicillidia jenynsii	Pseudomonadota	Enterobacterales	Candidatus Aschnera	Genus	Candidatus Aschnera	Candidatus Aschnera chinzeii	Bacteria	Intracellular	None	Aschnera provides these vitamins and cofactors, such as biotin (vitamin B7), tetrahydrofolate (vitamin B9), riboflavin (vitamin B2), and pyridoxal 5'-phosphate (vitamin B6)	Nutrient provision	DRR505509,DRR505510,AP028961, AP028962	None	Genome analysis of “Candidatus Aschnera chinzeii,” the bacterial endosymbiont of the blood-sucking bat fly Penicillidia jenynsii (Insecta: Diptera: Nycteribiidae)	10.3389/fmicb.2023.1336919	Frontiers in Microbiology	2024	None
RISB0087	Symbiont	Hemiptera	Aphididae	Aphidinae	Acyrthosiphon pisum	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma	Bacteria	Intracellular	None	None	None	DRA017149	None	Genomic insights into Spiroplasma endosymbionts that induce male-killing and protective phenotypes in the pea aphid	10.1093/femsle/fnae027	FEMS MICROBIOLOGY LETTERS	2024	None
RISB0088	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas fulva ZJU1	Bacteria	Extracellular	Horizontal	Pseudomonas fulva ZJU1 can degrade and utilize the mulberry-derived secondary metabolite, 1-deoxynojirimycin (DNJ) as the sole energy source, and after inoculation into nonspecialists, P. fulva ZJU1 increased host resistance to DNJ and significantly promoted growth	Pesticide metabolization	GCA_023517795.1	GISB0430	Gut bacteria of lepidopteran herbivores facilitate digestion of plant toxins	10.1073/pnas.2412165121	Proceedings of the National Academy of Sciences	2024	None
RISB0089	Symbiont	Hemiptera	Delphacidae	Delphacinae	Nilaparvata lugens	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia cepacia BsNLG8	Bacteria	Extracellular	None	immune gene Defensin A contribute to the resistance against Nicotine-induced stress in host	Pathogen interaction	None	None	Gut bacterium Burkholderia cepacia (BsNLG8) and immune gene Defensin A contribute to the resistance against Nicotine-induced stress in Nilaparvata lugens (Stål)	10.1016/j.ecoenv.2024.116371	ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY	2024	None
RISB0090	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacteroidota	Bacteroidales	Bacteroides	Genus	Bacteroides	Bacteroides	Bacteria	Intracellular	None	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	None	None	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	10.1093/ismejo/wrae031	ISME JOURNAL	2024	None
RISB0091	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacillota	Lachnospirales	Blautia	Genus	Blautia	Blautia	Bacteria	None	None	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	None	None	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	10.1093/ismejo/wrae031	ISME JOURNAL	2024	None
RISB0092	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacillota	Lachnospirales	Coprococcus	Genus	Coprococcus	Coprococcus	Bacteria	None	None	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	None	None	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	10.1093/ismejo/wrae031	ISME JOURNAL	2024	None
RISB0093	Symbiont	Blattodea	Blattellidae	None	Blattella germanica	Bacteroidota	Flavobacteriales	Blattabacterium	Genus	Blattabacterium	Blattabacterium cuenoti	Bacteria	Intracellular	None	obligate endosymbiont	None	None	None	Gut Microbiota Is Not Essential for Survival and Development in Blattella germanica, but Affects Uric Acid Storage	10.3390/life14010153	LIFE-BASEL	2024	None
RISB0094	Symbiont	Blattodea	Blattellidae	None	Blattella germanica	None	None	None	None	None	gut bacteria	Bacteria	Intracellular	None	gut microbiota is not essential in this species for survival and development throughout its complete life cycle, but it could participate in complementation of host nutrition by helping with food digestion and nutrient absorption	Nutrient provision,Digestive enzymes	None	None	Gut Microbiota Is Not Essential for Survival and Development in Blattella germanica, but Affects Uric Acid Storage	10.3390/life14010153	LIFE-BASEL	2024	None
RISB0095	Symbiont	Diptera	Tephritidae	Dacinae	Bactrocera minax	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus faecalis	Bacteria	Extracellular	Horizontal	egrade phenols in unripe citrus in B. minax larvae	Plant secondary metabolites	None	None	Gut microbiota metagenomics and mediation of phenol degradation in Bactrocera minax (Diptera, Tephritidae)	10.1002/ps.8096	PEST MANAGEMENT SCIENCE	2024	None
