ID	Title	Authors	doi	Journal	Publish Time	Species	Symbiont
86	Aphid Facultative Symbionts Aid Recovery of Their Obligate Symbiont and Their Host After Heat Stress	Heyworth, ER; Smee, MR; Ferrari, J	10.3389/fevo.2020.00056	FRONTIERS IN ECOLOGY AND EVOLUTION	2020	Acyrthosiphon pisum	Fukatsuia
87	Aphid genome expression reveals host–symbiont cooperation in the production of amino acids	Hansen, AK; Moran, NA	10.1073/pnas.1013465108	Proceedings of the National Academy of Sciences of the United States of America	2011	Acyrthosiphon pisum	Buchnera
88	Aphid Protected from pathogen by endosymbiont	Scarborough, Claire L.; Ferrari, Julia; Godfray, H. C. J.	10.1126/science.1120180	Science	2005	Acyrthosiphon pisum	Regiella insecticola
89	Aphid species specializing on milkweed harbor taxonomically similar bacterial communities that differ in richness and relative abundance of core symbionts	Enders, L; Hansen, T; Brichler, K; Couture, J; French, E	10.1038/s41598-022-25554-y	SCIENTIFIC REPORTS	2022	Aphis nerii	Arsenophonus
90	Apilactobacillus kunkeei Alleviated Toxicity of Acetamiprid in Honeybee	Liu, P; Niu, JH; Zhu, YJ; Li, Z; Ye, L; Cao, HQ; Shi, TF; Yu, LS	10.3390/insects13121167	Insects	2022	Apis mellifera	Apilactobacillus kunkeei
91	Arakaki N, Miyoshi T, Noda H. Wolbachia-mediated parthenogenesis in the predatory thrips Franklinothrips vespiformis (Thysanoptera: Insecta)	Arakaki, N; Miyoshi, T; Noda, H	10.1098/rspb.2001.1628	Proceedings of the Royal Society of London. Series B: Biological Sciences	2001	Franklinothrips vespiformis	Wolbachia
92	Arsenophonus Interacts with Buchnera to Improve Growth Performance of Aphids under Amino Acid Stress	Tian, PP; Zhang, YL; Huang, JL; Li, WY; Liu, XD	10.1128/spectrum.01792-23	MICROBIOLOGY SPECTRUM	2023	Aphis gossypii	Arsenophonus
93	Asaia symbionts interfere with infection by Flavescence dorée phytoplasma in leafhoppers	Gonella, E; Crotti, E; Mandrioli, M; Daffonchio, D; Alma, A	10.1007/s10340-018-0973-1	Journal of Pest Science	2018	Scaphoideus titanus	Asaia
94	Aseptic Rearing and Infection with Gut Bacteria Improve the Fitness of T ransgenic Diamondback Moth, Plutella xylostella	Somerville, J; Zhou, LQ; Raymond, B	10.3390/insects10040089	Insects	2019	Plutella xylostella	Enterobacter cloacae  JJBC 11.1B StrepR
95	Assessing the pathogenicity of gut bacteria associated with tobacco caterpillar Spodoptera litura (Fab.)	Devi, S; Saini, HS; Kaur, S	10.1038/s41598-022-12319-w	SCIENTIFIC REPORTS	2022	Spodoptera litura	Enterococcus mundtii
96	Assessment of the Bacteria community structure across life stages of the Chinese Citrus Fly, Bactrocera minax (Diptera: Tephritidae)	Andongma, AA; Wan, L; Dong, YC; Wang, YL; He, J; Niu, CY	10.1186/s12866-019-1646-9	BMC MICROBIOLOGY	2019	Bactrocera minax	gut bacteria
97	Associated bacteria of a pine sawyer beetle confer resistance to entomopathogenic fungi via fungal growth inhibition	Deng, JD; Xu, WK; Lv, GC; Yuan, H; Zhang, QH; Wickham, JD; Xu, LT; Zhang, LW	10.1186/s40793-022-00443-z	ENVIRONMENTAL MICROBIOME	2022	Monochamus alternatus	Pseudomonas
98	Association of Wolbachia with Gene Expression in Drosophila Testes	Dou, WH; Miao, YH; Xiao, JH; Huang, DW	10.1007/s00248-021-01703-0	MICROBIAL ECOLOGY	2021	Drosophila melanogaster	Wolbachia
99	Associations Between the Small Hive Beetle and the Yeast Kodamaea ohmeri Throughout the Host Life Cycle	Amos, BA; Leemon, DL; Hayes, RA; Cribb, BW; Furlong, MJ	10.1093/jee/toy121	JOURNAL OF ECONOMIC ENTOMOLOGY	2018	Aethina tumida	Kodamaea ohmeri
100	ATP phosphoribosyltransferase from symbiont Entomomyces delphacidicola invovled in histidine biosynthesis of Nilaparvata lugens (Stål)	Wan, PJ; Tang, YH; Yuan, SY; Wang, WX; Lai, FX; Yu, XP; Fu, Q	10.1007/s00726-016-2287-z	Amino Acids	2016	Nilaparvata lugens	Entomomyces delphacidicola
101	Attractancy potential of bacterial volatiles from symbiotic bacteria of wild population of Zeugodacus cucurbitae Coquillett (Diptera:Tephritidae)	Sajan, JV; Subramanian, S; Sharma, K	10.1007/s12600-021-00966-0	PHYTOPARASITICA	2022	Zeugodacus cucurbitae	gut bacteria
102	Attractiveness and Sexual Competitiveness of Anastrepha obliqua Males (Diptera: Tephritidae) Fed on a Diet Enriched With Providencia rettgeri	Roque-Romero, L; Hernández, E; Aceituno-Medina, M; Ventura, C; Toledo, J; Malo, EA	10.3389/fmicb.2020.01777	Frontiers in Microbiology	2020	Anastrepha obliqua	Providencia rettgeri
103	Bacillus subtillis RTSBA6 6.00, a new strain isolated from gut of Helicoverpa armigera  (Lepidoptera: Noctuidae) produces chymotrypsin-like protease	Shinde, Ashok A.; Shaikh, Faiyaz K.; Padul, Manohar V.; Kachole, Manvendra S.	10.1016/j.sjbs.2012.03.001	Saudi Journal of Biological Sciences	2012	Helicoverpa armigera	Bacillus subtilis
104	Bacillus symbiont drives alterations in intestinal microbiota and circulating metabolites of lepidopteran host	Li, GN; Zheng, X; Zhu, Y; Long, YH; Xia, XJ	10.1111/1462-2920.15934	ENVIRONMENTAL MICROBIOLOGY	2022	Bombyx mori	Bacillus subtilis
105	Bacteria associated with gut lumen of Camponotus japonicus Mayr	He, H; Chen, YY; Zhang, YL; Wei, C	10.1603/EN11157	ENVIRONMENTAL ENTOMOLOGY	2011	Camponotus japonicus	Candidatus Blochmanniella
106	Bacteria Associated with the Antarctic Endemic Insect Belgica antarctica Jacobs (Diptera Chironomidae)	Maistrenko, OM; Serga, SV; Kovalenko, PA; Kozeretska, IA	10.3103/S0095452723030064	CYTOLOGY AND GENETICS	2023	Belgica antarctica	Serratia plymuthica
107	Bacteria Belonging to Pseudomonas typographi sp. nov. from the Bark Beetle Ips typographus Have Genomic Potential to Aid in the Host Ecology	Peral-Aranega, E; Saati-Santamaría, Z; Kolarik, M; Rivas, R; García-Fraile, P	10.3390/insects11090593	Insects	2020	Ips typographus	Pseudomonas typographi
108	Bacteria Endosymbiont, Wolbachia, Promotes Parasitism of Parasitoid Wasp Asobara japonica	Furihata, S; Hirata, M; Matsumoto, H; Hayakawa, Y	10.1371/journal.pone.0140914	PLOS ONE	2015	Asobara japonica	Wolbachia
109	Bacteria from acidic to strongly alkaline insect midguts: Potential sources of extreme cellulolytic enzymes	Vilanova, Cristina; Marco, Guillem; Domínguez-Escribà, Laura; Genovés, Salvador; Sentandreu, Vicente; Bataller, Esther; Ramón, Daniel; Porcar, Manuel	10.1016/j.biombioe.2012.06.017	Biomass and Bioenergy	2012	Ostrinia nubilalis	Acinetobacter lwoffi
110	Bacteria from the Midgut of Common Cockchafer (Melolontha melolontha L.) Larvae Exhibiting Antagonistic Activity Against Bacterial Symbionts of Entomopathogenic Nematodes: Isolation and Molecular Identification	Skowronek, M; Sajnaga, E; Pleszczynska, M; Kazimierczak, W; Lis, M; Wiater, A	10.3390/ijms21020580	International Journal of Molecular Sciences	2020	Melolontha melolontha	Pseudomonas chlororaphis
111	Bacteria of the genus Asaia stably associate with Anopheles stephensi, an Asian malarial mosquito vector	Favia, G; Ricci, I; Damiani, C; Raddadi, N; Crotti, E; Marzorati, M; Rizzi, A; Urso, R; Brusetti, L; Borin, S; Mora, D; Scuppa, P; Pasqualini, L; Clementi, E; Genchi, M; Corona, S; Negri, I; Grandi, G; Alma, A; Kramer, L; Esposito, F; Bandi, C; Sacchi, L; Daffonchio, D	10.1073/pnas.0610451104	Proceedings of the National Academy of Sciences of the United States of America	2007	Anopheles stephensi	Asaia sp
112	Bacterial Adaptation to the Host's Diet Is a Key Evolutionary Force Shaping Drosophila-Lactobacillus Symbiosis	Martino, ME; Joncour, P; Leenay, R; Gervais, H; Shah, M; Hughes, S; Gillet, B; Beisel, C; Leulier, F	10.1016/j.chom.2018.06.001	Cell Host & Microbe	2018	Drosophila melanogaster	Lactobacillus plantarum FlyG2.1.8
113	Bacterial and fungal communities within and among geographic samples of the hemp pest Psylliodes attenuata from China	Guo, LT; Tang, C; Gao, CS; Li, ZM; Cheng, Y; Chen, J; Wang, TH; Xu, JP	10.3389/fmicb.2022.964735	FRONTIERS IN MICROBIOLOGY	2022	Psylliodes attenuata	bacterial communities
114	Bacterial Associates of a Desert Specialist Fungus-Growing Ant Antagonize Competitors with a Nocamycin Analog	Hansen, Katherine A.; Kim, Rose R.; Lawton, Elisabeth S.; Tran, Janet; Lewis, Stephanie K.; Deol, Arjan S.; Van Arnam, Ethan B.	10.1021/acschembio.2c00187	ACS Chemical Biology	2022	Trachymyrmex smithi	Amycolatopsis
115	Bacterial Associates of a Gregarious Riparian Beetle With Explosive Defensive Chemistry	McManus, R; Ravenscraft, A; Moore, W	10.3389/fmicb.2018.02361	FRONTIERS IN MICROBIOLOGY	2018	Brachinus elongatulus	Dysgonomonas
116	Bacterial biota associated with the invasive insect pest Tuta absoluta (Meyrick)	Lateef, AA; Azeez, AA; Ren, W; Hamisu, HS; Oke, OA; Asiegbu, FO	10.1038/s41598-024-58753-w	SCIENTIFIC REPORTS	2024	Tuta absoluta	Microbiome
117	Bacterial biota composition in gut regions of black soldier fly larvae reared on industrial residual streams: revealing community dynamics along its intestinal tract	Vandeweyer, D; Bruno, D; Bonelli, M; Ijdema, F; Lievens, B; Crauwels, S; Casartelli, M; Tettamanti, G; De Smet, J	10.3389/fmicb.2023.1276187	FRONTIERS IN MICROBIOLOGY	2023	Hermetia illucens	gut bacteria
118	Bacterial communities associated with host-adapted populations of pea aphids revealed by deep sequencing of 16S ribosomal DNA	Gauthier, JP; Outreman, Y; Mieuzet, L; Simon, JC	10.1371/journal.pone.0120664	PLOS ONE	2015	Acyrthosiphon pisum	bacteria
119	Bacterial communities associated with the gut of tomato fruit borer, Helicoverpa armigera (Hübner) (Lepidoptera: Noctuidae) based on Illumina Next-Generation Sequencing	Ranjith, MT; ManiChellappan; Harish, ER; Girija, D; Nazeem, PA	10.1016/j.aspen.2016.03.007	Journal of Asia-Pacific Entomology	2016	Helicoverpa armigera	gut bacteria
120	Bacterial Communities Associated with the Pine Wilt Disease Insect Vector Monochamus alternatus (Coleoptera: Cerambycidae) during the Larvae and Pupae Stages	Chen, HJ; Hao, DJ; Wei, ZQ; Wang, LJ; Lin, T	10.3390/insects11060376	Insects	2020	Monochamus alternatus	Enterobacter
121	Bacterial Communities in the Feces of Laboratory Reared Gampsocleis gratiosa (Orthoptera: Tettigoniidae) across Different Developmental Stages and Sexes	Zhou, ZJ; Huang, HM; Che, XT	10.3390/insects13040361	Insects	2022	Gampsocleis gratiosa	gut bacteria
122	Bacterial communities of Aphis gossypii and Myzus persicae (Hemiptera: Aphididae) from pepper crops (Capsicum sp.)	Gallo-Franco, JJ; Duque-Gamboa, DN; Toro-Perea, N	10.1038/s41598-019-42232-8	SCIENTIFIC REPORTS	2019	Aphis gossypii	Arsenophonus sp.
123	Bacterial Communities of Lab and Field Northern House Mosquitoes (Diptera: Culicidae) Throughout Diapause	Didion, EM; Doyle, M; Benoit, JB	10.1093/jme/tjab184	JOURNAL OF MEDICAL ENTOMOLOGY	2022	Culex pipiens	gut bacteria
124	Bacterial communities of the cotton aphid Aphis gossypii associated with Bt cotton in northern China	Zhao, Y; Zhang, S; Luo, JY; Wang, CY; Lv, LM; Cui, JJ	10.1038/srep22958	SCIENTIFIC REPORTS	2016	Aphis gossypii	Arsenophonus
125	Bacterial Community and PHB-Accumulating Bacteria Associated with the Wall and Specialized Niches of the Hindgut of the Forest Cockchafer (Melolontha hippocastani)	Alonso-Pernas, P; Arias-Cordero, E; Novoselov, A; Ebert, C; Rybak, J; Kaltenpoth, M; Westermann, M; Neugebauer, U; Boland, W	10.3389/fmicb.2017.00291	FRONTIERS IN MICROBIOLOGY	2017	Melolontha hippocastani	gut bacteria
126	Bacterial community associated to the pine wilt disease insect vectors Monochamus galloprovincialis and Monochamus alternatus	Alves, M; Pereira, A; Matos, P; Henriques, J; Vicente, C; Aikawa, T; Hasegawa, K; Nascimento, F; Mota, M; Correia, A; Henriques, I	10.1038/srep23908	SCIENTIFIC REPORTS	2016	Monochamus galloprovincialis	Halomonas
127	Bacterial Community Structure in the Asian Rice Gall Midge Reveals a Varied Microbiome Rich in Proteobacteria	Ojha, A; Sinha, DK; Padmakumari, AP; Bentur, JS; Nair, S	10.1038/s41598-017-09791-0	SCIENTIFIC REPORTS	2017	Orseolia oryzae	Pseudomonas
128	Bacterial diversity of bacteriomes and organs of reproductive, digestive and excretory systems in two cicada species (Hemiptera: Cicadidae)	Zheng, Z; Wang, DD; He, H; Wei, C	10.1371/journal.pone.0175903	PLOS ONE	2017	Platypleura kaempferi	Candidatus Hodgkinia cicadicola like
129	Bacterial ectosymbionts in cuticular organs chemically protect a beetle during molting stages	Janke, RS; Kaftan, F; Niehs, SP; Scherlach, K; Rodrigues, A; Svatos, A; Hertweck, C; Kaltenpoth, M; Flórez, LV	10.1038/s41396-022-01311-x	ISME JOURNAL	2022	Lagria villosa	Burkholderia
130	Bacterial endosymbiont Cardinium cSfur genome sequence provides insights for understanding the symbiotic relationship in Sogatella furcifera host	Zeng, Z; Fu, YT; Guo, DY; Wu, YX; Ajayi, OE; Wu, QF	10.1186/s12864-018-5078-y	BMC GENOMICS	2018	Sogatella furcifera	Cardinium cSfur
131	Bacterial endosymbiont localization in Hyalesthes obsoletus, the insect vector of Bois noir in Vitis vinifera	Gonella, E; Negri, I; Marzorati, M; Mandrioli, M; Sacchi, L; Pajoro, M; Crotti, E; Rizzi, A; Clementi, E; Tedeschi, R; Bandi, C; Alma, A; Daffonchio, D	10.1128/AEM.02121-10	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2011	Hyalesthes obsoletus	Candidatus Vidania fulgoroideae
132	Bacterial Endosymbionts Identified From Leafhopper (Hemiptera: Cicadellidae) Vectors of Phytoplasmas	Cooper, WR; Walker, WB; Angelella, GM; Grimm, KDS; Foutz, JJ; Harper, SJ; Nottingham, LB; Northfield, TD; Wohleb, CH; Strausbaugh, CA	10.1093/ee/nvad015	ENVIRONMENTAL ENTOMOLOGY	2023	Colladonus geminatus	Candidatus Sulcia
133	Bacterial endosymbionts in field-collected samples of Trialeurodes sp. nr. abutiloneus (Hemiptera: Aleyrodidae)	Cass, BN; Mozes-Daube, N; Iasur-Kruh, L; Bondy, EC; Kelly, SE; Hunter, MS; Zchori-Fein, E	10.1016/j.resmic.2014.01.005	Research in Microbiology	2014	Trialeurodes sp.	Candidatus Portiera
134	Bacterial Endosymbionts of the Psyllid Cacopsylla pyricola (Hemiptera: Psyllidae) in the Pacific Northwestern United States	Cooper, WR; Garczynski, SF; Horton, DR; Unruh, TR; Beers, EH; Peter, WS; Hilton, RJ	10.1093/ee/nvx031	ENVIRONMENTAL ENTOMOLOGY	2017	Cacopsylla pyricola	Arsenophonus
135	Bacterial gut symbionts are tightly linked with the evolution of herbivory in ants	Russell, JA; Moreau, CS; Goldman-Huertas, B; Fujiwara, M; Lohman, DJ; Pierce, NE	10.1073/pnas.0907926106	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2009	ant insects	gut bacteria
136	Bacterial gut symbionts contribute to seed digestion in an omnivorous beetle	Lundgren, JG; Lehman, M	10.1371/journal.pone.0010831	PLOS ONE	2010	Harpalus pensylvanicus	Enterococcus faecalis
137	Bacterial Inhibition on Beauveria bassiana Contributes to Microbiota Stability in Delia antiqua	Zhou, FY; Gao, YX; Liu, M; Xu, LT; Wu, XQ; Zhao, XY; Zhang, XJ	10.3389/fmicb.2021.710800	FRONTIERS IN MICROBIOLOGY	2021	Delia antiqua	bacterial communities
138	Bacterial microbiota protect an invasive bark beetle from a pine defensive compound	Cheng, CH; Wickham, JD; Chen, L; Xu, DD; Lu, M; Sun, JH	10.1186/s40168-018-0518-0	MICROBIOME	2018	Dendroctonus valens	Leptographium procerum
139	Bacterial Protection of Beetle-Fungus Mutualism	Scott JJ, Oh DC, Yuceer MC, Klepzig KD, Clardy J, Currie CR.	10.1126/science.1160423	SCIENCE	2008	Dendroctonus frontalis	Streptomyces
140	Bacterial Symbiont Mediates Aphid Antiviral Systems to Inhibit the Propagation of a New Pathogenic Densovirus in Chinese Wheat Aphid, Sitobion miscanthi	Li, T; Chen, J; Yang, GQ; Wu, YQ; Zhou, J; Xu, PJ; Ren, FR; Li, MH; Wu, XJ; Qiao, GX	10.1021/acs.jafc.4c02642	Journal of Agricultural and Food Chemistry	2024	Sitobion miscanthi	Sitobion miscanthi L-type symbiont (SMLS)
141	Bacterial Symbionts in Ceratitis capitata	Cappelli, A; Petrelli, D; Gasperi, G; Serrao, AGM; Ricci, I; Damiani, C; Favia, G	10.3390/insects13050474	Insects	2022	Ceratitis capitata	Chroococcidiopsis
142	Bacterial symbionts influence host susceptibility to fenitrothion and imidacloprid in the obligate hematophagous bed bug, Cimex hemipterus	Soh, LS; Singham, GV	10.1038/s41598-022-09015-0	SCIENTIFIC REPORTS	2022	Cimex hemipterus	Wolbachia
143	Bacterial symbionts of a devastating coffee plant pest, the stinkbug Antestiopsis thunbergii (Hemiptera: Pentatomidae)	Matsuura, Y; Hosokawa, T; Serracin, M; Tulgetske, GM; Miller, TA; Fukatsu, T	10.1128/AEM.00554-14	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2014	Antestiopsis thunbergii	Enterobacteriaceae
144	Bacterial symbionts support larval sap feeding and adult folivory in (semi-)aquatic reed beetles	Reis, F; Kirsch, R; Pauchet, Y; Bauer, E; Bilz, LC; Fukumori, K; Fukatsu, T; Kölsch, G; Kaltenpoth, M	10.1038/s41467-020-16687-7	NATURE COMMUNICATIONS	2020	Donacia bicoloricornis	Candidatus Macropleicola muticae
145	Bacterial symbionts, Buchnera, and starvation on wing dimorphism in English grain aphid, Sitobion avenae (F.) (Homoptera: Aphididae)	Zhang, FM; Li, XR; Zhang, YH; Coates, B; Zhou, XG; Cheng, DF	10.3389/fphys.2015.00155	FRONTIERS IN PHYSIOLOGY	2015	Sitobion avenae	Buchnera
146	Bacterial symbiosis in Bactrocera oleae, an Achilles' heel for its pest control	Bigiotti, G; Sacchetti, P; Pastorelli, R; Lauzon, CR; Belcari, A	10.1111/1744-7917.12835	INSECT SCIENCE	2020	Bactrocera oleae	Candidatus Erwinia dacicola
147	Bacterial volatile ammonia regulates the consumption sequence of d-pinitol and d-glucose in a fungus associated with an invasive bark beetle	Zhou, FY; Xu, LT; Wang, SS; Wang, B; Lou, QZ; Lu, M; Sun, JH	10.1038/ismej.2017.131	The ISME Journal	2017	Dendroctonus valens	Leptographium procerum CMW25626
148	Bacteriocyte cell death in the pea aphid/Buchnera symbiotic system	Simonet, P; Gaget, K; Balmand, S; Lopes, MR; Parisot, N; Buhler, K; Duport, G; Vulsteke, V; Febvay, G; Heddi, A; Charles, H; Callaerts, P; Calevro, F	10.1073/pnas.1720237115	Proceedings of the National Academy of Sciences of the United States of America	2018	Acyrthosiphon pisum	Buchnera aphidicola
149	Bacteriocyte dynamics during development of a holometabolous insect, the carpenter ant Camponotus floridanus	Stoll, S; Feldhaar, H; Fraunholz, MJ; Gross, R	10.1186/1471-2180-10-308	BMC MICROBIOLOGY	2010	Camponotus floridanus	Candidatus Blochmanniella floridana
150	Bacteriocyte-associated gammaproteobacterial symbionts of the Adelges nordmannianae/piceae complex (Hemiptera: Adelgidae)	Toenshoff, ER; Penz, T; Narzt, T; Collingro, A; Schmitz-Esser, S; Pfeiffer, S; Klepal, W; Wagner, M; Weinmaier, T; Rattei, T; Horn, M	10.1038/ismej.2011.102	ISME JOURNAL	2012	Adelges nordmannianae/piceae	Candidatus Steffania adelgidicola
151	Bacteriome-associated endosymbionts of the green rice leafhopper Nephotettix cincticeps (Hemiptera: Cicadellidae)	Noda, H; Watanabe, K; Kawai, S; Yukuhiro, F; Miyoshi, T; Tomizawa, M; Koizumi, Y; Nikoh, N; Fukatsu, T	10.1007/s13355-012-0110-1	APPLIED ENTOMOLOGY AND ZOOLOGY	2012	Nephotettix cincticeps	Sulcia muelleri
152	Bacteriome-Associated Endosymbiotic Bacteria of Nosodendron Tree Sap Beetles (Coleoptera: Nosodendridae)	Hirota, B; Meng, XY; Fukatsu, T	10.3389/fmicb.2020.588841	FRONTIERS IN MICROBIOLOGY	2020	Nosodendridae	Flavobacteriales
153	Bacteriome-Localized Intracellular Symbionts in Pollen-Feeding Beetles of the Genus Dasytes (Coleoptera, Dasytidae)	Weiss, B; Kaltenpoth, M	10.3389/fmicb.2016.01486	FRONTIERS IN MICROBIOLOGY	2016	Dasytes Plumbeus	Candidatus Dasytiphilus stammeri
154	Bamboo lignocellulose degradation by gut symbiotic microbiota of the bamboo snout beetle Cyrtotrachelus buqueti	Luo, CB; Li, YQ; Chen, Y; Fu, C; Long, WC; Xiao, XM; Liao, H; Yang, YJ	10.1186/s13068-019-1411-1	BIOTECHNOLOGY FOR BIOFUELS	2019	Cyrtotrachelus buqueti	gut bacteria
